gene_id,gene_type,gene_short_name,merged_logit_coeff
ENSMUSG00000054604.7,protein_coding,Cggbp1,0.24936222109616496
ENSMUSG00000030166.14,protein_coding,Rad52,0.24930358007866574
ENSMUSG00000072949.5,protein_coding,Acot1,0.2492817813342813
ENSMUSG00000024083.15,protein_coding,Pja2,0.24921386667833104
ENSMUSG00000053799.6,protein_coding,Exoc6,0.249202032455181
ENSMUSG00000034910.5,protein_coding,Pygo1,0.24908206132288863
ENSMUSG00000041911.3,protein_coding,Dlx1,0.24901486609093249
ENSMUSG00000007659.18,protein_coding,Bcl2l1,0.24886679587327937
ENSMUSG00000053626.5,protein_coding,Tll1,0.24885167566294736
ENSMUSG00000028683.14,protein_coding,Eif2b3,0.24885063807674354
ENSMUSG00000022800.13,protein_coding,Fyttd1,0.2487834134409096
ENSMUSG00000033486.14,protein_coding,Catsper2,0.2487683368298234
ENSMUSG00000027010.16,protein_coding,Slc25a12,0.2486079924063974
ENSMUSG00000031669.10,protein_coding,Gins3,0.2481248943325624
ENSMUSG00000056679.13,protein_coding,Gpr173,0.24811819770547222
ENSMUSG00000015711.8,protein_coding,Prune1,0.2480770201459746
ENSMUSG00000102918.1,protein_coding,Pcdhgc3,0.2480512929042732
ENSMUSG00000008958.14,protein_coding,Vps72,0.24781242062686598
ENSMUSG00000021959.15,protein_coding,Lats2,0.24767579478631796
ENSMUSG00000035671.6,protein_coding,Zswim4,0.24765945710808682
ENSMUSG00000003604.14,protein_coding,Aven,0.24764221966965683
ENSMUSG00000045251.13,protein_coding,Zfp688,0.2476396911315467
ENSMUSG00000007050.17,protein_coding,Lsm2,0.24763928094661086
ENSMUSG00000031133.12,protein_coding,Arhgef6,0.24750671074022568
ENSMUSG00000049866.12,protein_coding,Arl4c,0.24735571577616897
ENSMUSG00000062151.13,protein_coding,Unc13c,0.24733761653711633
ENSMUSG00000040913.10,protein_coding,Fbxw4,0.24720851227534574
ENSMUSG00000047675.15,protein_coding,Rps8,0.24703674129472464
ENSMUSG00000026727.10,protein_coding,Rsu1,0.24690112655929242
ENSMUSG00000056267.14,protein_coding,Cep70,0.24688775220497497
ENSMUSG00000024442.5,protein_coding,0610009O20Rik,0.24688364437203464
ENSMUSG00000028480.14,protein_coding,Glipr2,0.2467549422166166
ENSMUSG00000017631.18,protein_coding,Abr,0.24666876528988066
ENSMUSG00000045975.7,protein_coding,C2cd2,0.24663501319584374
ENSMUSG00000079465.8,protein_coding,Col4a3,0.24662427388152358
ENSMUSG00000020366.18,protein_coding,Mapk9,0.24658768019135752
ENSMUSG00000030772.6,protein_coding,Dkk3,0.2465547026563446
ENSMUSG00000039577.17,protein_coding,Nphp4,0.24654586271540588
ENSMUSG00000027009.18,protein_coding,Itga4,0.24645612190854435
ENSMUSG00000031893.7,protein_coding,Tsnaxip1,0.2464503780069603
ENSMUSG00000046269.16,protein_coding,Usp27x,0.2460238352319742
ENSMUSG00000037706.17,protein_coding,Cd81,0.2460022066223661
ENSMUSG00000026028.12,protein_coding,Trak2,0.24599765179024247
ENSMUSG00000020640.9,protein_coding,Itsn2,0.2459732706501657
ENSMUSG00000053205.8,protein_coding,Styx,0.24595453111552057
ENSMUSG00000025737.5,protein_coding,Wdr24,0.2459458149267888
ENSMUSG00000029681.12,protein_coding,Bcl7b,0.245857248180318
ENSMUSG00000026824.11,protein_coding,Kcnj3,0.24584219117493922
ENSMUSG00000050565.16,protein_coding,Tor1aip2,0.2457064549944309
ENSMUSG00000027074.14,protein_coding,Slc43a3,0.24559010160815292
ENSMUSG00000026723.10,protein_coding,Trdmt1,0.24555845520876346
ENSMUSG00000006471.18,protein_coding,Ndor1,0.24552271132031905
ENSMUSG00000028545.13,protein_coding,Bend5,0.24543202376017195
ENSMUSG00000059674.6,protein_coding,Cdh24,0.24538590435653929
ENSMUSG00000019872.13,protein_coding,Smpdl3a,0.24529339963238203
ENSMUSG00000025133.9,protein_coding,Ints4,0.24525989750546423
ENSMUSG00000041594.17,protein_coding,Tmtc4,0.2452439594431825
ENSMUSG00000052997.15,protein_coding,Uba2,0.24509815915612138
ENSMUSG00000032554.15,protein_coding,Trf,0.2450091583822315
ENSMUSG00000029130.12,protein_coding,Rnf32,0.2448520250443508
ENSMUSG00000036782.13,protein_coding,Klhl13,0.24445253797858355
ENSMUSG00000045348.16,protein_coding,Nyap1,0.24437846175170647
ENSMUSG00000003378.9,protein_coding,Grik5,0.24436698956264846
ENSMUSG00000001998.15,protein_coding,Ap4e1,0.24431984227997505
ENSMUSG00000058135.12,protein_coding,Gstm1,0.2443174531828189
ENSMUSG00000036450.4,protein_coding,Hif1an,0.24429126553485608
ENSMUSG00000031627.9,protein_coding,Irf2,0.24428549754519627
ENSMUSG00000035105.5,protein_coding,Egln3,0.2440187980849957
ENSMUSG00000060923.5,protein_coding,Acyp2,0.24394039461249356
ENSMUSG00000041870.16,protein_coding,Ankrd13a,0.24361970673109418
ENSMUSG00000019861.14,protein_coding,Gopc,0.2435100494953443
ENSMUSG00000031555.15,protein_coding,Adam9,0.2434169371923221
ENSMUSG00000047843.16,protein_coding,Bri3,0.24329384849790714
ENSMUSG00000020846.6,protein_coding,Rflnb,0.2432015123789813
ENSMUSG00000043257.15,protein_coding,Pigv,0.24320141007372414
ENSMUSG00000019726.10,protein_coding,Lyst,0.24304110676930565
ENSMUSG00000039414.9,protein_coding,Heatr5b,0.24302349288042385
ENSMUSG00000071266.13,protein_coding,Zfp946,0.24298034028594867
ENSMUSG00000027168.21,protein_coding,Pax6,0.24281444167961647
ENSMUSG00000019977.15,protein_coding,Hbs1l,0.24279171863638077
ENSMUSG00000090000.1,protein_coding,Ier3ip1,0.24274494701082214
ENSMUSG00000006941.5,protein_coding,Eif1b,0.2426615815517409
ENSMUSG00000043496.7,protein_coding,Tril,0.2424724577509202
ENSMUSG00000037519.17,protein_coding,Ppfia1,0.2424498131186057
ENSMUSG00000028608.15,protein_coding,0610037L13Rik,0.242378056807999
ENSMUSG00000079084.10,protein_coding,Ccdc82,0.2422860377653249
ENSMUSG00000030703.8,protein_coding,Gdpd3,0.24228558604505876
ENSMUSG00000032305.15,protein_coding,Fam219b,0.24215662082528297
ENSMUSG00000002949.15,protein_coding,Timm44,0.24215386655282403
ENSMUSG00000021569.9,protein_coding,Trip13,0.24214860075038092
ENSMUSG00000031889.9,protein_coding,D230025D16Rik,0.2421412024726305
ENSMUSG00000020650.14,protein_coding,Bcap29,0.24213727521091644
ENSMUSG00000023984.17,protein_coding,Gm20517,0.24212454327363622
ENSMUSG00000032289.15,protein_coding,Thsd4,0.2420184485218049
ENSMUSG00000079484.12,protein_coding,Phyhd1,0.24193920018987386
ENSMUSG00000017802.14,protein_coding,Fam134c,0.24178214617065769
ENSMUSG00000025574.13,protein_coding,Tk1,0.24168357843042
ENSMUSG00000023243.8,protein_coding,Kcnk5,0.24147140339102285
ENSMUSG00000029066.12,protein_coding,Mrpl20,0.24134135964318765
ENSMUSG00000035891.16,protein_coding,Cerk,0.24127997523651779
ENSMUSG00000074829.10,protein_coding,2010315B03Rik,0.2412584638077438
ENSMUSG00000059246.4,protein_coding,Foxb1,0.24124269181807168
ENSMUSG00000030093.7,protein_coding,Wnt7a,0.24089520936189696
ENSMUSG00000019795.17,protein_coding,Pcmt1,0.24082146390308365
ENSMUSG00000031539.6,protein_coding,Ap3m2,0.24074005892455108
ENSMUSG00000034807.9,protein_coding,Colgalt1,0.2405478608398423
ENSMUSG00000016150.15,protein_coding,Tenm1,0.24043610572177865
ENSMUSG00000067873.11,protein_coding,Htatsf1,0.2404305900666878
ENSMUSG00000021611.8,protein_coding,Tert,0.24035083800235268
ENSMUSG00000021009.14,protein_coding,Ptpn21,0.24023730701140425
ENSMUSG00000041329.13,protein_coding,Atp1b2,0.2402335094336599
ENSMUSG00000070532.5,protein_coding,Ccdc190,0.24020433487830897
ENSMUSG00000003154.15,protein_coding,Foxj2,0.24019101440335
ENSMUSG00000031398.13,protein_coding,Plxna3,0.24018313580290718
ENSMUSG00000025938.16,protein_coding,Slco5a1,0.24014709613323154
ENSMUSG00000030007.8,protein_coding,Cct7,0.23999833462399503
ENSMUSG00000033953.10,protein_coding,Ppp3r1,0.23999806056636033
ENSMUSG00000106864.3,protein_coding,Gtf3c2,0.23996419123787477
ENSMUSG00000055541.17,protein_coding,Lair1,0.23993633715833249
ENSMUSG00000033253.18,protein_coding,Szt2,0.2398374932899762
ENSMUSG00000021048.6,protein_coding,Mthfd1,0.23983036096635318
ENSMUSG00000028644.16,protein_coding,Ermap,0.23970333480761577
ENSMUSG00000038072.14,protein_coding,Galnt11,0.23958661718487034
ENSMUSG00000015095.12,protein_coding,Fbxw5,0.23933769937322935
ENSMUSG00000013089.15,protein_coding,Etv5,0.23926236638300744
ENSMUSG00000024937.14,protein_coding,Ehbp1l1,0.23925032017196052
ENSMUSG00000023932.8,protein_coding,Cdc5l,0.23922030903631603
ENSMUSG00000025324.8,protein_coding,Atp10a,0.23916961926191355
ENSMUSG00000014470.4,protein_coding,Rnf166,0.23899050477536393
ENSMUSG00000042078.14,protein_coding,Svop,0.23895652241535215
ENSMUSG00000013160.7,protein_coding,Atp6v0d1,0.23892843000333186
ENSMUSG00000002908.17,protein_coding,Kcnn1,0.23884481424902246
ENSMUSG00000025612.5,protein_coding,Bach1,0.23883968376045317
ENSMUSG00000022390.10,protein_coding,Zc3h7b,0.2388170041626021
ENSMUSG00000030265.14,protein_coding,Kras,0.23866463741077792
ENSMUSG00000033068.16,protein_coding,Entpd6,0.23859068726689492
ENSMUSG00000025241.16,protein_coding,Fyco1,0.2385664802937102
ENSMUSG00000024835.14,protein_coding,Coro1b,0.23848921920330718
ENSMUSG00000025915.14,protein_coding,Sgk3,0.23844678932584992
ENSMUSG00000026492.11,protein_coding,Tfb2m,0.2379064717833874
ENSMUSG00000048285.8,protein_coding,Frmd6,0.23783653779261965
ENSMUSG00000027435.8,protein_coding,Cd93,0.2377257078826509
ENSMUSG00000110344.1,protein_coding,RP23-220F20.2,0.23770677381720834
ENSMUSG00000058486.11,protein_coding,Wdr91,0.2376046572326384
ENSMUSG00000060807.7,protein_coding,Serpina6,0.23753247129331395
ENSMUSG00000025544.13,protein_coding,Tm9sf2,0.23751717766141955
ENSMUSG00000033216.9,protein_coding,Eefsec,0.23741540987318602
ENSMUSG00000042594.16,protein_coding,Sh2b3,0.23740653858114447
ENSMUSG00000017561.16,protein_coding,Crlf3,0.23740123954000658
ENSMUSG00000024096.16,protein_coding,Ralbp1,0.23738387070681932
ENSMUSG00000057234.9,protein_coding,Mettl15,0.23724870149126964
ENSMUSG00000035547.14,protein_coding,Capn5,0.23718579272904708
ENSMUSG00000055128.14,protein_coding,Cgrrf1,0.23668126986017907
ENSMUSG00000010342.16,protein_coding,Tex14,0.23667253171990232
ENSMUSG00000006313.5,protein_coding,Upk1a,0.23666560120315572
ENSMUSG00000031762.7,protein_coding,Mt2,0.23634661124625073
ENSMUSG00000035711.4,protein_coding,Dok3,0.2363173855112301
ENSMUSG00000029621.14,protein_coding,Arpc1a,0.23614495701393923
ENSMUSG00000025779.10,protein_coding,Ly96,0.2360334453206026
ENSMUSG00000016018.3,protein_coding,Skiv2l2,0.23602272923489467
ENSMUSG00000029038.9,protein_coding,Ssu72,0.23601599706589246
ENSMUSG00000027966.20,protein_coding,Col11a1,0.23579416529328134
ENSMUSG00000067028.11,protein_coding,Cntnap5b,0.23556558990064508
ENSMUSG00000022108.7,protein_coding,Itm2b,0.23540064060960722
ENSMUSG00000020758.15,protein_coding,Itgb4,0.23537596525868582
ENSMUSG00000000094.12,protein_coding,Tbx4,0.2352127859563632
ENSMUSG00000033161.10,protein_coding,Atp1a1,0.23501271089960765
ENSMUSG00000034271.15,protein_coding,Jdp2,0.23494303061008348
ENSMUSG00000025212.16,protein_coding,Sfxn3,0.2347726136524006
ENSMUSG00000030890.16,protein_coding,Ilk,0.23477140523150264
ENSMUSG00000037860.15,protein_coding,Aim2,0.23470820889730779
ENSMUSG00000049624.14,protein_coding,Slc17a5,0.23460983208419073
ENSMUSG00000045216.7,protein_coding,Hs6st1,0.23460914231084587
ENSMUSG00000001552.14,protein_coding,Jup,0.23460540602194951
ENSMUSG00000009207.15,protein_coding,Lnpk1,0.23458007687919022
ENSMUSG00000031343.13,protein_coding,Gabra3,0.23456897534416823
ENSMUSG00000020063.16,protein_coding,Sirt1,0.23451270343664848
ENSMUSG00000027287.14,protein_coding,Snap23,0.23446442154474434
ENSMUSG00000053161.16,protein_coding,Daw1,0.23443419111093458
ENSMUSG00000078584.9,protein_coding,AU022252,0.23443278745497434
ENSMUSG00000031748.16,protein_coding,Gnao1,0.23437959599171995
ENSMUSG00000037119.3,protein_coding,Fam91a1,0.2343666760454256
ENSMUSG00000023118.15,protein_coding,Sympk,0.23435882756368864
ENSMUSG00000044176.11,protein_coding,Spink10,0.23430716453039743
ENSMUSG00000024603.7,protein_coding,Dctn4,0.23412855249232384
ENSMUSG00000074748.3,protein_coding,Atxn7l3b,0.23407211435018876
ENSMUSG00000024194.15,protein_coding,Cuta,0.2339236770272909
ENSMUSG00000070469.12,protein_coding,Adamtsl3,0.23344165977502726
ENSMUSG00000004040.16,protein_coding,Stat3,0.23331199572008265
ENSMUSG00000031955.10,protein_coding,Bcar1,0.23330628329102054
ENSMUSG00000026102.9,protein_coding,Inpp1,0.23327999744683706
ENSMUSG00000042751.14,protein_coding,Nmnat2,0.23316891312905755
ENSMUSG00000047747.10,protein_coding,Rnf150,0.23315807311553516
ENSMUSG00000040596.15,protein_coding,Pogk,0.2330753431810206
ENSMUSG00000031485.15,protein_coding,Prosc,0.23304742237925566
ENSMUSG00000063382.5,protein_coding,Bcl9l,0.23301430152191532
ENSMUSG00000064179.13,protein_coding,Tnnt1,0.2330087322659219
ENSMUSG00000022898.12,protein_coding,Dscr3,0.23294900438155755
ENSMUSG00000050708.16,protein_coding,Ftl1,0.23285027684225132
ENSMUSG00000032307.16,protein_coding,Ube2q2,0.23280132085052696
ENSMUSG00000021595.18,protein_coding,Nsun2,0.23279199623970812
ENSMUSG00000029634.15,protein_coding,Rnf6,0.23279043423671653
ENSMUSG00000032815.16,protein_coding,Fanca,0.23276020473406084
ENSMUSG00000030519.14,protein_coding,Apba2,0.2327441463819772
ENSMUSG00000043090.18,protein_coding,Zfp866,0.23272874802639126
ENSMUSG00000052609.8,protein_coding,Plekhg3,0.23271139684129308
ENSMUSG00000040841.5,protein_coding,Six5,0.23265176357609005
ENSMUSG00000032435.9,protein_coding,Dync1li1,0.23263304202620724
ENSMUSG00000024622.7,protein_coding,Hmgxb3,0.2325860001643695
ENSMUSG00000067242.11,protein_coding,Lgi1,0.232573961046543
ENSMUSG00000019857.6,protein_coding,Asf1a,0.23257051457817152
ENSMUSG00000031765.8,protein_coding,Mt1,0.2325436596263434
ENSMUSG00000026200.13,protein_coding,Glb1l,0.23243908363874588
ENSMUSG00000035596.14,protein_coding,Mboat7,0.2322592827884753
ENSMUSG00000020777.16,protein_coding,Acox1,0.23225826340258046
ENSMUSG00000016427.7,protein_coding,Ndufa1,0.23215776108873853
ENSMUSG00000021428.8,protein_coding,Riok1,0.23202763020496403
ENSMUSG00000005981.11,protein_coding,Trap1,0.23201865396007182
ENSMUSG00000026174.9,protein_coding,Cnot9,0.23192825563600164
ENSMUSG00000035722.15,protein_coding,Abca7,0.2319277653319038
ENSMUSG00000039166.15,protein_coding,Akap7,0.2318220236749743
ENSMUSG00000026988.15,protein_coding,Wdsub1,0.23158618371301748
ENSMUSG00000073889.10,protein_coding,Il11ra1,0.23155613200021757
ENSMUSG00000097327.7,protein_coding,E030030I06Rik,0.23138021111022844
ENSMUSG00000039826.13,protein_coding,Trub2,0.2312697504717575
ENSMUSG00000050994.20,protein_coding,Adgb,0.2311630769945091
ENSMUSG00000062184.11,protein_coding,Hs6st2,0.23101049160639908
ENSMUSG00000089945.13,protein_coding,Pakap,0.2308357519107454
ENSMUSG00000050908.12,protein_coding,Tvp23a,0.23073423866449197
ENSMUSG00000040732.18,protein_coding,Erg,0.23067576483095664
ENSMUSG00000026223.15,protein_coding,Itm2c,0.23058082713734285
ENSMUSG00000015002.17,protein_coding,Efr3a,0.2305120578082232
ENSMUSG00000050944.14,protein_coding,Efcab5,0.2304518702654174
ENSMUSG00000006930.15,protein_coding,Hap1,0.23044631514361283
ENSMUSG00000042814.7,protein_coding,Mcts2,0.23042912032381763
ENSMUSG00000021537.8,protein_coding,Cetn3,0.23041106922902185
ENSMUSG00000032314.14,protein_coding,Etfa,0.23040782769674545
ENSMUSG00000071645.5,protein_coding,Tut1,0.23038049936785304
ENSMUSG00000031631.15,protein_coding,Cfap97,0.2303658488035102
ENSMUSG00000048486.6,protein_coding,Fitm2,0.23036524579507062
ENSMUSG00000037003.15,protein_coding,Tns2,0.23030950110447634
ENSMUSG00000035615.12,protein_coding,Frmpd1,0.2303064986993848
ENSMUSG00000021113.4,protein_coding,Snapc1,0.2302871309352152
ENSMUSG00000022820.3,protein_coding,Ndufb4,0.23027132464115385
ENSMUSG00000002489.15,protein_coding,Tiam1,0.2300735371595256
ENSMUSG00000046886.6,protein_coding,Zfp474,0.23004065138959734
ENSMUSG00000042121.16,protein_coding,Ssh1,0.22989186328293032
ENSMUSG00000036446.4,protein_coding,Lum,0.22979902013364312
ENSMUSG00000031217.8,protein_coding,Efnb1,0.22971152873907946
ENSMUSG00000005150.16,protein_coding,Wdr83,0.2295466270208839
ENSMUSG00000047940.13,protein_coding,Stpg2,0.22950156562602705
ENSMUSG00000028218.19,protein_coding,Fam92a,0.22944400518471225
ENSMUSG00000025195.9,protein_coding,Dnmbp,0.2294423071350633
ENSMUSG00000022617.14,protein_coding,Chkb,0.22937953444902082
ENSMUSG00000022437.6,protein_coding,Samm50,0.22924228509769629
ENSMUSG00000037343.7,protein_coding,Taf2,0.22906772156768956
ENSMUSG00000021108.17,protein_coding,Prkch,0.22906527303058588
ENSMUSG00000033526.16,protein_coding,Ppip5k1,0.22904220121880295
ENSMUSG00000030697.7,protein_coding,Ppp4c,0.22899565134633387
ENSMUSG00000070738.10,protein_coding,Dgkd,0.2289555027487391
ENSMUSG00000036144.6,protein_coding,Meox2,0.22889438116201988
ENSMUSG00000039157.12,protein_coding,Fam102a,0.22883406253930805
ENSMUSG00000043727.5,protein_coding,F830045P16Rik,0.22842165921094226
ENSMUSG00000020393.16,protein_coding,Kremen1,0.22840868774214354
ENSMUSG00000019124.10,protein_coding,Scrn1,0.22838323649206738
ENSMUSG00000044148.6,protein_coding,1810030O07Rik,0.22819696370104514
ENSMUSG00000041237.12,protein_coding,Pklr,0.22818566777219312
ENSMUSG00000024620.11,protein_coding,Pdgfrb,0.22818303637898613
ENSMUSG00000058254.12,protein_coding,Tspan7,0.22811976257716696
ENSMUSG00000037339.17,protein_coding,Fam53a,0.22810061063031123
ENSMUSG00000043323.16,protein_coding,Fbrsl1,0.22782093122185665
ENSMUSG00000021177.15,protein_coding,Tdp1,0.22768606283621232
ENSMUSG00000063253.11,protein_coding,Scoc,0.22761648886873587
ENSMUSG00000026701.15,protein_coding,Prdx6,0.22757616715304446
ENSMUSG00000050244.8,protein_coding,Heatr1,0.22723267793514618
ENSMUSG00000001774.8,protein_coding,Chordc1,0.22718797981597388
ENSMUSG00000018372.13,protein_coding,Cep95,0.22708666105933917
ENSMUSG00000034248.7,protein_coding,Slc25a37,0.2270749187816003
ENSMUSG00000048001.7,protein_coding,Hes5,0.22699483866269865
ENSMUSG00000017667.9,protein_coding,Zfp334,0.2269304077748356
ENSMUSG00000021930.14,protein_coding,Spryd7,0.22690403522462985
ENSMUSG00000043929.16,protein_coding,Klhl15,0.22685193642970977
ENSMUSG00000020232.17,protein_coding,Hmg20b,0.2267033938784676
ENSMUSG00000024527.9,protein_coding,Afg3l2,0.2266558563077154
ENSMUSG00000032387.15,protein_coding,Rbpms2,0.22665546109173576
ENSMUSG00000030045.10,protein_coding,Mrpl19,0.22658607381773777
ENSMUSG00000063334.16,protein_coding,Krr1,0.22652344192119195
ENSMUSG00000029178.14,protein_coding,Klf3,0.2264996413247797
ENSMUSG00000028098.13,protein_coding,Rnf115,0.22645443462960108
ENSMUSG00000067889.4,protein_coding,Sptbn2,0.2264104157067962
ENSMUSG00000078485.2,protein_coding,Plekhn1,0.22638182357694742
ENSMUSG00000039982.7,protein_coding,Dtx4,0.22628192658074248
ENSMUSG00000021706.14,protein_coding,Zfyve16,0.22606788923822918
ENSMUSG00000083012.8,protein_coding,Fam220a,0.22599607419109483
ENSMUSG00000078591.1,protein_coding,Hs3st4,0.22596723429561394
ENSMUSG00000027087.11,protein_coding,Itgav,0.22591336546747237
ENSMUSG00000021987.8,protein_coding,Mtmr6,0.22587701987034003
ENSMUSG00000002808.6,protein_coding,Epdr1,0.225599151469924
ENSMUSG00000046449.15,protein_coding,C77370,0.22552757103409346
ENSMUSG00000025645.8,protein_coding,Ccdc51,0.22551769948221534
ENSMUSG00000012443.3,protein_coding,Kif11,0.2254411660066758
ENSMUSG00000041889.7,protein_coding,Shisa4,0.2254265852125478
ENSMUSG00000008450.8,protein_coding,Nutf2,0.22538364122027707
ENSMUSG00000030232.17,protein_coding,Aebp2,0.22533693791156725
ENSMUSG00000020231.15,protein_coding,Dip2a,0.22531253629783288
ENSMUSG00000025759.11,protein_coding,Mfsd8,0.225294263307033
ENSMUSG00000018983.9,protein_coding,E2f2,0.22529415905525935
ENSMUSG00000025795.7,protein_coding,Rassf3,0.22529124427293004
ENSMUSG00000025193.14,protein_coding,Cutc,0.2252276471717912
ENSMUSG00000079056.12,protein_coding,Kcnip3,0.2251882747635783
ENSMUSG00000025145.13,protein_coding,Lrrc45,0.22516942658953037
ENSMUSG00000028626.5,protein_coding,Col9a2,0.2249851046723294
ENSMUSG00000029466.11,protein_coding,Anapc7,0.22495153100315265
ENSMUSG00000030272.15,protein_coding,Camk1,0.2248283297856991
ENSMUSG00000000605.9,protein_coding,Clcn4,0.224761698687565
ENSMUSG00000035441.14,protein_coding,Myo1d,0.22469716866463504
ENSMUSG00000054836.12,protein_coding,Elp6,0.22461964131271744
ENSMUSG00000042492.12,protein_coding,Tbc1d10b,0.22437221367638766
ENSMUSG00000042389.13,protein_coding,Tsen2,0.22436772732430416
ENSMUSG00000037235.13,protein_coding,Mxd4,0.22429824110702168
ENSMUSG00000032179.7,protein_coding,Bmp5,0.22429460105798674
ENSMUSG00000006494.11,protein_coding,Pdk1,0.2242327595740285
ENSMUSG00000019849.11,protein_coding,Prep,0.22416023951219816
ENSMUSG00000035580.10,protein_coding,Kcnh8,0.22396867537982537
ENSMUSG00000059588.13,protein_coding,Calcrl,0.2239238917310436
ENSMUSG00000061950.17,protein_coding,Ppp4r1,0.22389451918851166
ENSMUSG00000060176.3,protein_coding,Kif27,0.22368280120342582
ENSMUSG00000038010.8,protein_coding,Ccdc138,0.22362763003838482
ENSMUSG00000027829.15,protein_coding,Ccnl1,0.22358032884237947
ENSMUSG00000031153.16,protein_coding,Gripap1,0.22352093096353864
ENSMUSG00000040033.15,protein_coding,Stat2,0.22342496599292805
ENSMUSG00000038886.10,protein_coding,Man2a2,0.22337387910619888
ENSMUSG00000021221.15,protein_coding,Dpf3,0.2233610743962498
ENSMUSG00000089911.4,protein_coding,Mfsd14a,0.22330183994688113
ENSMUSG00000000378.15,protein_coding,Ccm2,0.2232519531465428
ENSMUSG00000060600.15,protein_coding,Eno3,0.22317503376453515
ENSMUSG00000024346.5,protein_coding,Pfdn1,0.2231505134844285
ENSMUSG00000020246.13,protein_coding,Hcfc2,0.22309595875811014
ENSMUSG00000068798.10,protein_coding,Rap1a,0.22307584633942568
ENSMUSG00000027177.14,protein_coding,Hipk3,0.2230087184163907
ENSMUSG00000004896.16,protein_coding,Rrnad1,0.22295790783571617
ENSMUSG00000027187.10,protein_coding,Cat,0.22290507061851447
ENSMUSG00000043019.12,protein_coding,Edem3,0.2228829119262644
ENSMUSG00000019856.13,protein_coding,Fam184a,0.22286849533457084
ENSMUSG00000036503.13,protein_coding,Rnf13,0.22276741977114142
ENSMUSG00000040843.10,protein_coding,Tiprl,0.22273904528941033
ENSMUSG00000023764.18,protein_coding,Sfi1,0.22263811413721174
ENSMUSG00000021485.13,protein_coding,Mxd3,0.22260835140899016
ENSMUSG00000018001.18,protein_coding,Cyth3,0.22253917945058618
ENSMUSG00000025171.1,protein_coding,Ubtd1,0.22253596446972823
ENSMUSG00000029632.7,protein_coding,Ndufa4,0.222501593437778
ENSMUSG00000028165.9,protein_coding,Cisd2,0.22241883102750687
ENSMUSG00000028603.15,protein_coding,Scp2,0.2223946853396112
ENSMUSG00000022159.16,protein_coding,Rab2b,0.22218572511271512
ENSMUSG00000034022.7,protein_coding,Cpsf1,0.2221449971520718
ENSMUSG00000040029.14,protein_coding,Ipo8,0.22210171446893157
ENSMUSG00000021238.10,protein_coding,Aldh6a1,0.2221002143372025
ENSMUSG00000021461.16,protein_coding,Fancc,0.22208673644160698
ENSMUSG00000017264.16,protein_coding,Exosc10,0.22204882993276212
ENSMUSG00000025351.13,protein_coding,Cd63,0.22200226899880546
ENSMUSG00000037111.9,protein_coding,Setd7,0.2219279040901169
ENSMUSG00000078619.10,protein_coding,Smarcd2,0.22180199682789492
ENSMUSG00000024941.8,protein_coding,Scyl1,0.22171374285507736
ENSMUSG00000014426.8,protein_coding,Map3k4,0.22167382087571577
ENSMUSG00000042303.16,protein_coding,Sgsm3,0.22143529390513716
ENSMUSG00000027752.15,protein_coding,Exosc8,0.22130714867295007
ENSMUSG00000021975.7,protein_coding,Ints9,0.2212516916052453
ENSMUSG00000052456.9,protein_coding,Asna1,0.22119050696590295
ENSMUSG00000042185.14,protein_coding,Nfrkb,0.2211309042157198
ENSMUSG00000035919.16,protein_coding,Bbs9,0.22086930042809605
ENSMUSG00000027655.14,protein_coding,Dhx35,0.22076154559941852
ENSMUSG00000037197.11,protein_coding,Rbm17,0.22075898463060661
ENSMUSG00000032763.10,protein_coding,Ilvbl,0.22071806928765442
ENSMUSG00000015452.14,protein_coding,Ager,0.22071092967782546
ENSMUSG00000040687.16,protein_coding,Madd,0.22067637448288147
ENSMUSG00000061723.18,protein_coding,Tnnt3,0.22061637938098663
ENSMUSG00000029484.12,protein_coding,Anxa3,0.2204917666815419
ENSMUSG00000041926.15,protein_coding,Rnpep,0.2204763745984967
ENSMUSG00000020218.11,protein_coding,Wif1,0.22035908780089447
ENSMUSG00000024347.16,protein_coding,Psd2,0.22034716042831656
ENSMUSG00000084957.2,protein_coding,Bbip1,0.22033788756331132
ENSMUSG00000020092.8,protein_coding,Pald1,0.2203234458022935
ENSMUSG00000021737.3,protein_coding,Psmd6,0.22014709561559023
ENSMUSG00000039533.8,protein_coding,Mmd2,0.22010801401367402
ENSMUSG00000019913.3,protein_coding,Sim1,0.21989136595449174
ENSMUSG00000061816.15,protein_coding,Myl1,0.2197851343391264
ENSMUSG00000040722.7,protein_coding,Scamp5,0.2197556615248456
ENSMUSG00000034098.14,protein_coding,Fstl5,0.21968941221575816
ENSMUSG00000020088.9,protein_coding,Sar1a,0.21958577545299962
ENSMUSG00000055745.4,protein_coding,Ldoc1l,0.21957588112849796
ENSMUSG00000022076.9,protein_coding,Klhl1,0.21955544574098293
ENSMUSG00000031613.9,protein_coding,Hpgd,0.2195538787614009
ENSMUSG00000034227.7,protein_coding,Foxj1,0.21952605836249645
ENSMUSG00000028329.13,protein_coding,Xpa,0.21952308360549888
ENSMUSG00000024459.18,protein_coding,H2-M5,0.21940203753656198
ENSMUSG00000005580.11,protein_coding,Adcy9,0.2193608948983734
ENSMUSG00000071669.14,protein_coding,Snx29,0.21935571111397073
ENSMUSG00000028444.17,protein_coding,Cntfr,0.21929367696984714
